longitude,latitude,Yield,crop,season
45.25,-19.25,1.8515049,maize,major
45.75,-19.25,1.7476698,maize,major
46.25,-19.25,1.335158,maize,major
46.75,-19.25,1.6791214,maize,major
47.25,-19.25,1.4144851,maize,major
47.75,-19.25,1.3248202,maize,major
48.25,-19.25,3.661709,maize,major
48.75,-19.25,3.5346093,maize,major
293.75,-19.25,0.12383877,maize,major
295.25,-19.25,0.7637242,maize,major
295.75,-19.25,2.4210103,maize,major
296.75,-19.25,2.9981723,maize,major
297.25,-19.25,2.20935,maize,major
299.75,-19.25,3.2151823,maize,major
300.25,-19.25,6.37009,maize,major
301.75,-19.25,3.915966,maize,major
302.25,-19.25,5.595553,maize,major
304.75,-19.25,4.3056726,maize,major
305.25,-19.25,3.7170043,maize,major
305.75,-19.25,4.031168,maize,major
306.25,-19.25,3.431403,maize,major
306.75,-19.25,3.3257446,maize,major
307.25,-19.25,2.821403,maize,major
307.75,-19.25,3.3433228,maize,major
308.25,-19.25,3.962894,maize,major
308.75,-19.25,3.538291,maize,major
309.25,-19.25,3.9485035,maize,major
309.75,-19.25,3.5295742,maize,major
310.25,-19.25,3.3102443,maize,major
310.75,-19.25,3.2039533,maize,major
311.25,-19.25,2.9410696,maize,major
311.75,-19.25,3.8257818,maize,major
312.25,-19.25,3.7431245,maize,major
312.75,-19.25,3.3373606,maize,major
313.25,-19.25,3.3645833,maize,major
313.75,-19.25,3.2654202,maize,major
314.25,-19.25,3.3197386,maize,major
314.75,-19.25,2.7786,maize,major
315.25,-19.25,3.2241535,maize,major
315.75,-19.25,3.3957334,maize,major
316.25,-19.25,3.7100372,maize,major
316.75,-19.25,4.6799593,maize,major
317.25,-19.25,4.5352006,maize,major
317.75,-19.25,4.307376,maize,major
318.25,-19.25,4.2126255,maize,major
318.75,-19.25,3.8761704,maize,major
319.25,-19.25,3.5648842,maize,major
319.75,-19.25,3.2671323,maize,major
13.75,-18.75,1.9749262,maize,major
22.25,-18.75,0.31136832,maize,major
22.75,-18.75,0.2664976,maize,major
23.75,-18.75,0.3313338,maize,major
24.25,-18.75,0.3089123,maize,major
24.75,-18.75,0.33875415,maize,major
25.25,-18.75,0.3405329,maize,major
25.75,-18.75,0.3985374,maize,major
26.25,-18.75,0.56439275,maize,major
27.25,-18.75,0.7050931,maize,major
27.75,-18.75,0.5925742,maize,major
28.25,-18.75,0.57026225,maize,major
28.75,-18.75,0.5967969,maize,major
29.25,-18.75,0.6168293,maize,major
29.75,-18.75,0.70152044,maize,major
30.25,-18.75,0.56960666,maize,major
30.75,-18.75,0.65004903,maize,major
31.25,-18.75,0.5348426,maize,major
31.75,-18.75,0.6251053,maize,major
32.25,-18.75,0.68745095,maize,major
32.75,-18.75,0.8058445,maize,major
33.25,-18.75,1.0147845,maize,major
33.75,-18.75,1.1124607,maize,major
34.25,-18.75,1.162696,maize,major
34.75,-18.75,1.1361148,maize,major
35.25,-18.75,1.3547343,maize,major
45.75,-18.75,1.7682047,maize,major
46.25,-18.75,1.4693033,maize,major
46.75,-18.75,1.5377183,maize,major
47.25,-18.75,1.0840386,maize,major
47.75,-18.75,2.096508,maize,major
48.25,-18.75,2.849254,maize,major
48.75,-18.75,3.5519094,maize,major
142.25,-18.75,5.593286,maize,major
293.25,-18.75,0.1670037,maize,major
293.75,-18.75,0.25783917,maize,major
294.25,-18.75,0.62745106,maize,major
294.75,-18.75,1.2433846,maize,major
295.25,-18.75,1.3464372,maize,major
295.75,-18.75,1.947716,maize,major
296.25,-18.75,4.229636,maize,major
296.75,-18.75,3.6111007,maize,major
299.25,-18.75,3.4083703,maize,major
299.75,-18.75,3.5267315,maize,major
301.25,-18.75,4.272348,maize,major
302.25,-18.75,5.8938017,maize,major
305.25,-18.75,3.9644248,maize,major
305.75,-18.75,4.225032,maize,major
306.25,-18.75,3.6861615,maize,major
306.75,-18.75,3.4544744,maize,major
307.25,-18.75,3.3154132,maize,major
307.75,-18.75,3.1539097,maize,major
308.25,-18.75,3.5083609,maize,major
308.75,-18.75,3.7296724,maize,major
309.25,-18.75,4.0666785,maize,major
309.75,-18.75,3.3419988,maize,major
310.25,-18.75,3.5720131,maize,major
310.75,-18.75,3.5664084,maize,major
311.25,-18.75,3.4527447,maize,major
311.75,-18.75,3.813594,maize,major
312.25,-18.75,3.7700489,maize,major
312.75,-18.75,3.6362126,maize,major
313.25,-18.75,3.2821658,maize,major
313.75,-18.75,3.4774213,maize,major
314.25,-18.75,3.1768498,maize,major
314.75,-18.75,3.328635,maize,major
315.25,-18.75,3.2328947,maize,major
315.75,-18.75,3.2417417,maize,major
316.25,-18.75,2.89478,maize,major
316.75,-18.75,5.036233,maize,major
317.25,-18.75,4.687183,maize,major
317.75,-18.75,4.344532,maize,major
318.25,-18.75,3.9300237,maize,major
318.75,-18.75,3.7278085,maize,major
319.25,-18.75,2.9907842,maize,major
319.75,-18.75,2.9643369,maize,major
15.25,-18.25,1.7762225,maize,major
15.75,-18.25,1.3206537,maize,major
16.25,-18.25,1.7113656,maize,major
24.75,-18.25,0.35492736,maize,major
25.25,-18.25,0.31991243,maize,major
25.75,-18.25,0.5324181,maize,major
26.25,-18.25,0.5687325,maize,major
26.75,-18.25,0.6074715,maize,major
27.25,-18.25,0.64429265,maize,major
27.75,-18.25,0.56666476,maize,major
28.25,-18.25,0.5462186,maize,major
28.75,-18.25,0.47354075,maize,major
29.25,-18.25,0.683675,maize,major
29.75,-18.25,0.78098994,maize,major
30.25,-18.25,0.6630302,maize,major
30.75,-18.25,0.52022946,maize,major
31.25,-18.25,0.49113762,maize,major
31.75,-18.25,0.6120799,maize,major
32.25,-18.25,0.59588283,maize,major
32.75,-18.25,0.75468326,maize,major
33.25,-18.25,1.1416194,maize,major
33.75,-18.25,1.1143452,maize,major
34.25,-18.25,1.1395502,maize,major
34.75,-18.25,1.0889225,maize,major
35.25,-18.25,1.2261887,maize,major
35.75,-18.25,1.1424959,maize,major
36.25,-18.25,1.0572006,maize,major
44.75,-18.25,1.5947372,maize,major
45.25,-18.25,1.3584418,maize,major
45.75,-18.25,1.6207814,maize,major
46.25,-18.25,1.5806113,maize,major
46.75,-18.25,1.4262823,maize,major
47.25,-18.25,1.1110476,maize,major
47.75,-18.25,0.91390103,maize,major
48.25,-18.25,1.5504571,maize,major
48.75,-18.25,3.400842,maize,major
290.75,-18.25,1.2424428,maize,major
294.25,-18.25,1.0144408,maize,major
294.75,-18.25,1.8043063,maize,major
295.25,-18.25,1.9886819,maize,major
295.75,-18.25,2.0607812,maize,major
296.25,-18.25,3.7437608,maize,major
296.75,-18.25,2.970568,maize,major
297.25,-18.25,2.5353618,maize,major
297.75,-18.25,2.7160628,maize,major
298.25,-18.25,2.729832,maize,major
299.75,-18.25,3.220683,maize,major
300.75,-18.25,4.161833,maize,major
301.25,-18.25,4.2609205,maize,major
301.75,-18.25,3.9242005,maize,major
304.75,-18.25,3.5365033,maize,major
305.25,-18.25,4.2346835,maize,major
305.75,-18.25,3.9492908,maize,major
306.25,-18.25,4.124052,maize,major
306.75,-18.25,3.5540078,maize,major
307.25,-18.25,3.6469243,maize,major
307.75,-18.25,3.7681985,maize,major
308.25,-18.25,3.9324617,maize,major
308.75,-18.25,3.648201,maize,major
309.25,-18.25,4.288499,maize,major
309.75,-18.25,3.8065295,maize,major
310.25,-18.25,3.8706942,maize,major
310.75,-18.25,4.0534925,maize,major
311.25,-18.25,4.0009694,maize,major
311.75,-18.25,4.1022596,maize,major
312.25,-18.25,3.4609303,maize,major
312.75,-18.25,3.3124616,maize,major
313.25,-18.25,3.2455053,maize,major
313.75,-18.25,3.0491338,maize,major
314.25,-18.25,2.4004886,maize,major
314.75,-18.25,2.539931,maize,major
315.25,-18.25,2.8186781,maize,major
315.75,-18.25,4.1334314,maize,major
316.25,-18.25,2.4554806,maize,major
316.75,-18.25,4.7095604,maize,major
317.25,-18.25,4.733167,maize,major
317.75,-18.25,4.661109,maize,major
318.25,-18.25,4.101802,maize,major
318.75,-18.25,3.9047995,maize,major
319.25,-18.25,3.0012717,maize,major
319.75,-18.25,2.2322419,maize,major
13.25,-17.75,1.871669,maize,major
13.75,-17.75,3.1164186,maize,major
14.75,-17.75,1.8916726,maize,major
15.25,-17.75,1.2934074,maize,major
23.25,-17.75,1.566729,maize,major
24.25,-17.75,0.76313686,maize,major
24.75,-17.75,1.1318903,maize,major
25.25,-17.75,1.7612455,maize,major
25.75,-17.75,1.5437198,maize,major
26.25,-17.75,1.5856497,maize,major
26.75,-17.75,2.074876,maize,major
27.25,-17.75,1.3195832,maize,major
27.75,-17.75,0.74835914,maize,major
28.25,-17.75,0.5980049,maize,major
29.25,-17.75,0.68596107,maize,major
29.75,-17.75,0.73081154,maize,major
30.25,-17.75,0.60944015,maize,major
30.75,-17.75,0.63195103,maize,major
31.25,-17.75,0.6932599,maize,major
31.75,-17.75,0.50008595,maize,major
32.25,-17.75,0.6161575,maize,major
32.75,-17.75,0.67568934,maize,major
33.25,-17.75,1.0812074,maize,major
33.75,-17.75,1.0338538,maize,major
34.25,-17.75,1.0670623,maize,major
34.75,-17.75,0.96933573,maize,major
35.25,-17.75,0.87473065,maize,major
35.75,-17.75,1.1733816,maize,major
36.25,-17.75,1.1227506,maize,major
44.25,-17.75,1.6824353,maize,major
44.75,-17.75,1.2583146,maize,major
45.25,-17.75,1.155122,maize,major
45.75,-17.75,1.1662247,maize,major
46.25,-17.75,1.1045506,maize,major
46.75,-17.75,1.3134122,maize,major
47.75,-17.75,0.91692305,maize,major
48.25,-17.75,1.106711,maize,major
48.75,-17.75,3.216524,maize,major
292.25,-17.75,0.21325722,maize,major
293.75,-17.75,0.29985303,maize,major
294.25,-17.75,0.43112355,maize,major
294.75,-17.75,1.1126924,maize,major
295.25,-17.75,1.5904577,maize,major
295.75,-17.75,2.595379,maize,major
296.25,-17.75,4.0157943,maize,major
296.75,-17.75,2.7438004,maize,major
297.25,-17.75,2.2738225,maize,major
297.75,-17.75,2.3891437,maize,major
298.25,-17.75,2.8786001,maize,major
298.75,-17.75,3.486553,maize,major
299.25,-17.75,3.5143938,maize,major
299.75,-17.75,3.6222253,maize,major
301.75,-17.75,3.9523575,maize,major
302.75,-17.75,5.681953,maize,major
304.75,-17.75,3.880396,maize,major
305.25,-17.75,4.2227488,maize,major
305.75,-17.75,3.4979296,maize,major
306.25,-17.75,4.5886455,maize,major
306.75,-17.75,3.6308784,maize,major
307.25,-17.75,3.3935242,maize,major
307.75,-17.75,4.196811,maize,major
308.25,-17.75,4.0568175,maize,major
308.75,-17.75,3.8553624,maize,major
309.25,-17.75,4.0677166,maize,major
309.75,-17.75,4.216833,maize,major
310.25,-17.75,3.9159048,maize,major
310.75,-17.75,3.9418259,maize,major
311.25,-17.75,4.087725,maize,major
311.75,-17.75,3.7451422,maize,major
312.25,-17.75,3.5837305,maize,major
312.75,-17.75,3.5746562,maize,major
313.25,-17.75,3.5743804,maize,major
313.75,-17.75,3.5071456,maize,major
314.25,-17.75,2.5438097,maize,major
314.75,-17.75,2.7879546,maize,major
315.25,-17.75,3.7643561,maize,major
315.75,-17.75,3.8104887,maize,major
316.25,-17.75,2.5540717,maize,major
316.75,-17.75,4.2462273,maize,major
317.25,-17.75,5.037544,maize,major
317.75,-17.75,5.2766557,maize,major
318.25,-17.75,5.026463,maize,major
318.75,-17.75,4.127649,maize,major
319.75,-17.75,2.4227648,maize,major
12.75,-17.25,1.4500087,maize,major
13.25,-17.25,2.2483478,maize,major
13.75,-17.25,2.2778342,maize,major
14.75,-17.25,2.059463,maize,major
15.75,-17.25,1.0483917,maize,major
16.25,-17.25,4.5286875,maize,major
17.75,-17.25,4.682424,maize,major
18.25,-17.25,5.3554006,maize,major
20.25,-17.25,0.71470857,maize,major
21.25,-17.25,0.72826946,maize,major
22.75,-17.25,1.0156837,maize,major
23.25,-17.25,1.214887,maize,major
23.75,-17.25,2.162866,maize,major
24.25,-17.25,2.0709805,maize,major
24.75,-17.25,2.0599535,maize,major
25.25,-17.25,1.8196249,maize,major
25.75,-17.25,1.6235791,maize,major
26.25,-17.25,1.6937761,maize,major
26.75,-17.25,2.0669072,maize,major
27.25,-17.25,2.2592554,maize,major
27.75,-17.25,0.6583823,maize,major
28.25,-17.25,0.5993332,maize,major
28.75,-17.25,0.67453235,maize,major
29.25,-17.25,0.646869,maize,major
29.75,-17.25,0.7887947,maize,major
30.25,-17.25,0.73753506,maize,major
30.75,-17.25,0.75155294,maize,major
31.25,-17.25,0.7757641,maize,major
31.75,-17.25,0.7077965,maize,major
32.25,-17.25,0.42531207,maize,major
32.75,-17.25,0.54242325,maize,major
33.25,-17.25,0.9635542,maize,major
33.75,-17.25,1.0400032,maize,major
34.25,-17.25,0.94114524,maize,major
34.75,-17.25,0.8526732,maize,major
35.25,-17.25,1.0987108,maize,major
35.75,-17.25,1.1334162,maize,major
36.75,-17.25,1.1788068,maize,major
37.25,-17.25,1.0199808,maize,major
45.25,-17.25,1.0936396,maize,major
45.75,-17.25,1.0896811,maize,major
46.25,-17.25,1.095644,maize,major
46.75,-17.25,0.82720906,maize,major
47.25,-17.25,1.2609359,maize,major
47.75,-17.25,0.6533665,maize,major
48.25,-17.25,0.8633289,maize,major
48.75,-17.25,3.782658,maize,major
145.25,-17.25,11.6422615,maize,major
291.25,-17.25,0.19994734,maize,major
292.75,-17.25,0.5217423,maize,major
293.25,-17.25,1.0030355,maize,major
293.75,-17.25,0.6522292,maize,major
294.75,-17.25,2.9025128,maize,major
295.25,-17.25,4.196678,maize,major
295.75,-17.25,3.7214568,maize,major
296.25,-17.25,3.1857955,maize,major
296.75,-17.25,2.5440762,maize,major
297.25,-17.25,1.9759048,maize,major
297.75,-17.25,1.8868992,maize,major
298.25,-17.25,2.7411456,maize,major
298.75,-17.25,3.6167464,maize,major
299.25,-17.25,3.5902011,maize,major
299.75,-17.25,3.5270162,maize,major
300.75,-17.25,3.7627566,maize,major
301.25,-17.25,3.8373847,maize,major
302.75,-17.25,6.215522,maize,major
303.25,-17.25,6.520525,maize,major
303.75,-17.25,6.690422,maize,major
304.75,-17.25,4.604032,maize,major
305.25,-17.25,4.278736,maize,major
305.75,-17.25,3.5885422,maize,major
306.25,-17.25,2.7052045,maize,major
306.75,-17.25,2.8876941,maize,major
307.25,-17.25,3.6878915,maize,major
307.75,-17.25,3.9497783,maize,major
308.25,-17.25,3.7660923,maize,major
308.75,-17.25,3.7550213,maize,major
309.25,-17.25,3.9278736,maize,major
309.75,-17.25,3.9179306,maize,major
310.25,-17.25,4.0311604,maize,major
310.75,-17.25,4.1462235,maize,major
311.25,-17.25,3.9754767,maize,major
311.75,-17.25,4.4989624,maize,major
312.25,-17.25,3.7537513,maize,major
312.75,-17.25,3.3877819,maize,major
313.25,-17.25,4.6176205,maize,major
313.75,-17.25,3.4579315,maize,major
314.25,-17.25,2.9983222,maize,major
314.75,-17.25,2.6389637,maize,major
315.25,-17.25,4.408908,maize,major
315.75,-17.25,4.3771453,maize,major
316.25,-17.25,4.264003,maize,major
316.75,-17.25,3.4172096,maize,major
317.25,-17.25,4.6878686,maize,major
317.75,-17.25,5.203666,maize,major
318.25,-17.25,5.213377,maize,major
318.75,-17.25,4.721732,maize,major
319.25,-17.25,4.1602354,maize,major
13.25,-16.75,1.0932392,maize,major
14.25,-16.75,2.5017042,maize,major
14.75,-16.75,1.7500103,maize,major
15.25,-16.75,0.8172287,maize,major
15.75,-16.75,1.2104074,maize,major
16.25,-16.75,3.423867,maize,major
16.75,-16.75,1.9921722,maize,major
17.25,-16.75,1.9129813,maize,major
18.25,-16.75,3.3353915,maize,major
18.75,-16.75,1.4286984,maize,major
19.25,-16.75,0.7469801,maize,major
20.25,-16.75,0.71843255,maize,major
21.75,-16.75,0.81895614,maize,major
22.25,-16.75,1.6076136,maize,major
22.75,-16.75,1.1583883,maize,major
23.25,-16.75,1.2978145,maize,major
23.75,-16.75,1.8867674,maize,major
24.25,-16.75,1.7901027,maize,major
24.75,-16.75,1.872191,maize,major
25.25,-16.75,2.2094207,maize,major
25.75,-16.75,2.0544474,maize,major
26.25,-16.75,1.7487057,maize,major
26.75,-16.75,1.7959539,maize,major
27.25,-16.75,2.2495646,maize,major
27.75,-16.75,2.0583107,maize,major
28.25,-16.75,0.73427415,maize,major
28.75,-16.75,0.52083194,maize,major
29.25,-16.75,0.60664743,maize,major
29.75,-16.75,0.6722391,maize,major
30.25,-16.75,0.77977383,maize,major
30.75,-16.75,0.67430663,maize,major
31.25,-16.75,0.72117615,maize,major
31.75,-16.75,0.6830813,maize,major
32.25,-16.75,0.59175426,maize,major
33.25,-16.75,1.0150908,maize,major
33.75,-16.75,0.9799025,maize,major
34.25,-16.75,0.8733562,maize,major
34.75,-16.75,1.2228985,maize,major
35.25,-16.75,1.5513576,maize,major
36.75,-16.75,1.1758661,maize,major
37.75,-16.75,1.1919761,maize,major
38.25,-16.75,1.1386216,maize,major
38.75,-16.75,1.0264688,maize,major
45.25,-16.75,1.1354477,maize,major
45.75,-16.75,1.4953182,maize,major
46.75,-16.75,1.1975075,maize,major
47.25,-16.75,1.3408908,maize,major
47.75,-16.75,1.223555,maize,major
48.25,-16.75,0.8877434,maize,major
291.25,-16.75,0.46391514,maize,major
292.25,-16.75,1.29516,maize,major
292.75,-16.75,2.5464137,maize,major
293.25,-16.75,1.5857015,maize,major
293.75,-16.75,1.1985664,maize,major
294.25,-16.75,3.9438975,maize,major
294.75,-16.75,4.3835936,maize,major
295.25,-16.75,4.688064,maize,major
296.25,-16.75,3.3728151,maize,major
296.75,-16.75,2.610666,maize,major
297.25,-16.75,2.6895583,maize,major
297.75,-16.75,3.6723146,maize,major
298.75,-16.75,3.8299563,maize,major
299.25,-16.75,3.5104718,maize,major
302.25,-16.75,5.824829,maize,major
302.75,-16.75,4.6117144,maize,major
303.75,-16.75,6.3711042,maize,major
304.75,-16.75,4.5967293,maize,major
305.25,-16.75,4.5104356,maize,major
305.75,-16.75,4.44018,maize,major
306.25,-16.75,3.2730908,maize,major
306.75,-16.75,3.3424451,maize,major
307.25,-16.75,3.32098,maize,major
307.75,-16.75,3.4584208,maize,major
308.25,-16.75,3.5783312,maize,major
308.75,-16.75,3.6335318,maize,major
309.25,-16.75,4.220387,maize,major
309.75,-16.75,4.169047,maize,major
310.25,-16.75,4.070663,maize,major
310.75,-16.75,3.8715494,maize,major
311.25,-16.75,4.2066655,maize,major
311.75,-16.75,3.9791517,maize,major
312.25,-16.75,3.616778,maize,major
312.75,-16.75,3.280368,maize,major
313.25,-16.75,3.8776722,maize,major
313.75,-16.75,3.3549356,maize,major
314.25,-16.75,3.1283069,maize,major
314.75,-16.75,3.6119766,maize,major
315.25,-16.75,4.5607524,maize,major
315.75,-16.75,4.013705,maize,major
316.25,-16.75,4.3464456,maize,major
316.75,-16.75,3.1963527,maize,major
317.25,-16.75,4.739181,maize,major
317.75,-16.75,5.4926915,maize,major
318.25,-16.75,4.8057375,maize,major
318.75,-16.75,4.5290008,maize,major
319.25,-16.75,4.406648,maize,major
319.75,-16.75,3.9018705,maize,major
13.25,-16.25,0.7406757,maize,major
13.75,-16.25,0.6542331,maize,major
14.75,-16.25,0.85919064,maize,major
15.25,-16.25,0.60133624,maize,major
15.75,-16.25,0.7562403,maize,major
16.25,-16.25,0.75070363,maize,major
17.25,-16.25,0.5173061,maize,major
17.75,-16.25,0.6261775,maize,major
20.75,-16.25,0.81441927,maize,major
22.25,-16.25,1.8190097,maize,major
23.25,-16.25,1.8735497,maize,major
23.75,-16.25,1.6017598,maize,major
24.25,-16.25,1.8314579,maize,major
24.75,-16.25,2.1320887,maize,major
25.25,-16.25,2.3347874,maize,major
25.75,-16.25,2.2129488,maize,major
26.25,-16.25,2.012108,maize,major
26.75,-16.25,1.8575191,maize,major
27.25,-16.25,2.156568,maize,major
27.75,-16.25,2.1940022,maize,major
28.25,-16.25,2.3207545,maize,major
28.75,-16.25,1.3020765,maize,major
29.25,-16.25,0.70298976,maize,major
29.75,-16.25,0.741358,maize,major
30.25,-16.25,0.8302049,maize,major
30.75,-16.25,0.67687005,maize,major
31.25,-16.25,0.6490132,maize,major
31.75,-16.25,0.58873653,maize,major
32.25,-16.25,0.69671875,maize,major
32.75,-16.25,0.8565459,maize,major
33.75,-16.25,0.81196773,maize,major
34.25,-16.25,1.148117,maize,major
34.75,-16.25,1.7728598,maize,major
35.25,-16.25,1.8325049,maize,major
35.75,-16.25,1.0074714,maize,major
36.25,-16.25,1.2543819,maize,major
36.75,-16.25,1.2538427,maize,major
37.25,-16.25,0.99033165,maize,major
37.75,-16.25,1.0799766,maize,major
38.25,-16.25,1.1289077,maize,major
38.75,-16.25,1.1179463,maize,major
39.25,-16.25,0.9105408,maize,major
46.25,-16.25,1.8348392,maize,major
46.75,-16.25,1.3188467,maize,major
47.25,-16.25,1.3269329,maize,major
47.75,-16.25,1.2952682,maize,major
48.25,-16.25,1.2232254,maize,major
48.75,-16.25,1.5855138,maize,major
49.25,-16.25,3.2105007,maize,major
143.75,-16.25,11.030547,maize,major
144.25,-16.25,10.226337,maize,major
291.25,-16.25,0.65389466,maize,major
292.25,-16.25,2.2114477,maize,major
292.75,-16.25,4.215313,maize,major
294.25,-16.25,4.5012245,maize,major
294.75,-16.25,3.8541536,maize,major
295.25,-16.25,3.7834811,maize,major
295.75,-16.25,3.7722,maize,major
296.25,-16.25,3.3760781,maize,major
296.75,-16.25,3.4314978,maize,major
297.25,-16.25,4.094365,maize,major
297.75,-16.25,4.1212187,maize,major
298.75,-16.25,3.2751334,maize,major
299.25,-16.25,3.5895038,maize,major
299.75,-16.25,4.2149324,maize,major
300.25,-16.25,5.479882,maize,major
300.75,-16.25,4.557641,maize,major
301.25,-16.25,3.7172108,maize,major
301.75,-16.25,4.4405165,maize,major
302.25,-16.25,4.5928326,maize,major
302.75,-16.25,4.872975,maize,major
303.25,-16.25,4.240103,maize,major
303.75,-16.25,4.0742154,maize,major
304.25,-16.25,4.55672,maize,major
304.75,-16.25,3.9752085,maize,major
305.25,-16.25,4.5742073,maize,major
305.75,-16.25,4.7579174,maize,major
306.25,-16.25,3.8062038,maize,major
306.75,-16.25,3.6214068,maize,major
307.25,-16.25,3.670579,maize,major
307.75,-16.25,3.7877948,maize,major
308.25,-16.25,3.9819367,maize,major
308.75,-16.25,4.1442604,maize,major
309.25,-16.25,4.724499,maize,major
309.75,-16.25,4.432357,maize,major
310.25,-16.25,4.4091544,maize,major
310.75,-16.25,4.6777973,maize,major
311.25,-16.25,3.9292789,maize,major
311.75,-16.25,3.592084,maize,major
312.25,-16.25,3.5322683,maize,major
312.75,-16.25,3.4007037,maize,major
313.25,-16.25,3.3552654,maize,major
313.75,-16.25,3.582463,maize,major
314.25,-16.25,3.3713095,maize,major
314.75,-16.25,4.4465103,maize,major
315.25,-16.25,4.86203,maize,major
315.75,-16.25,4.723013,maize,major
316.25,-16.25,4.9949203,maize,major
316.75,-16.25,4.0035944,maize,major
317.25,-16.25,4.865407,maize,major
317.75,-16.25,4.8651443,maize,major
318.25,-16.25,5.0081973,maize,major
318.75,-16.25,4.983162,maize,major
319.25,-16.25,5.227992,maize,major
319.75,-16.25,3.4859862,maize,major
13.25,-15.75,0.6605258,maize,major
13.75,-15.75,0.7954112,maize,major
15.75,-15.75,0.7440796,maize,major
16.25,-15.75,0.9918091,maize,major
16.75,-15.75,0.90084743,maize,major
17.25,-15.75,0.6056318,maize,major
17.75,-15.75,0.65784365,maize,major
18.75,-15.75,0.58400023,maize,major
19.25,-15.75,0.7851298,maize,major
19.75,-15.75,0.85724926,maize,major
20.25,-15.75,0.73094857,maize,major
20.75,-15.75,0.9892639,maize,major
21.25,-15.75,0.882642,maize,major
22.25,-15.75,1.568367,maize,major
22.75,-15.75,1.7126642,maize,major
23.25,-15.75,1.8104609,maize,major
23.75,-15.75,1.8651049,maize,major
24.75,-15.75,2.1057665,maize,major
25.25,-15.75,2.4882889,maize,major
25.75,-15.75,2.3344016,maize,major
26.25,-15.75,2.40484,maize,major
26.75,-15.75,2.0558727,maize,major
27.25,-15.75,1.9407549,maize,major
27.75,-15.75,2.0536845,maize,major
28.25,-15.75,2.1333647,maize,major
28.75,-15.75,2.2161458,maize,major
29.25,-15.75,1.3042755,maize,major
29.75,-15.75,1.0998819,maize,major
30.25,-15.75,0.7555161,maize,major
30.75,-15.75,0.7455033,maize,major
31.25,-15.75,0.778772,maize,major
31.75,-15.75,0.8158114,maize,major
32.25,-15.75,0.75125694,maize,major
32.75,-15.75,0.76604384,maize,major
33.25,-15.75,0.8538459,maize,major
33.75,-15.75,1.0296052,maize,major
34.25,-15.75,1.4014757,maize,major
34.75,-15.75,1.6903571,maize,major
35.25,-15.75,1.1478602,maize,major
35.75,-15.75,0.7675675,maize,major
36.25,-15.75,1.3616059,maize,major
36.75,-15.75,1.2269,maize,major
37.25,-15.75,1.0485396,maize,major
37.75,-15.75,1.0508281,maize,major
38.25,-15.75,1.0770974,maize,major
38.75,-15.75,1.0023253,maize,major
39.25,-15.75,0.81460047,maize,major
39.75,-15.75,0.9091284,maize,major
46.75,-15.75,1.1331141,maize,major
47.25,-15.75,1.9118998,maize,major
47.75,-15.75,2.2684956,maize,major
48.25,-15.75,2.2740767,maize,major
48.75,-15.75,1.5688955,maize,major
49.25,-15.75,1.8722671,maize,major
144.25,-15.75,9.900474,maize,major
144.75,-15.75,12.220375,maize,major
290.75,-15.75,0.6575474,maize,major
291.25,-15.75,0.46168727,maize,major
292.25,-15.75,4.5930386,maize,major
292.75,-15.75,4.2949705,maize,major
294.25,-15.75,2.7437904,maize,major
294.75,-15.75,3.3791065,maize,major
295.25,-15.75,3.1643047,maize,major
295.75,-15.75,3.7021012,maize,major
296.25,-15.75,4.2350965,maize,major
296.75,-15.75,4.18792,maize,major
297.25,-15.75,4.1615334,maize,major
297.75,-15.75,4.5408964,maize,major
298.25,-15.75,3.7901168,maize,major
298.75,-15.75,3.7660484,maize,major
299.25,-15.75,3.2927892,maize,major
300.25,-15.75,3.9006994,maize,major
300.75,-15.75,3.8860965,maize,major
301.25,-15.75,3.9064496,maize,major
301.75,-15.75,4.2742577,maize,major
302.25,-15.75,4.845579,maize,major
302.75,-15.75,4.261519,maize,major
303.25,-15.75,3.9759133,maize,major
303.75,-15.75,3.8241007,maize,major
304.25,-15.75,5.3835,maize,major
304.75,-15.75,3.8478248,maize,major
305.25,-15.75,4.4211254,maize,major
305.75,-15.75,4.3227882,maize,major
306.25,-15.75,3.723599,maize,major
306.75,-15.75,3.6931484,maize,major
307.25,-15.75,4.2262397,maize,major
308.25,-15.75,3.904478,maize,major
308.75,-15.75,4.0720844,maize,major
309.25,-15.75,4.204472,maize,major
309.75,-15.75,4.509183,maize,major
310.25,-15.75,4.191847,maize,major
310.75,-15.75,4.7012415,maize,major
311.25,-15.75,3.8039906,maize,major
311.75,-15.75,2.6535304,maize,major
312.25,-15.75,2.9562485,maize,major
312.75,-15.75,3.06862,maize,major
313.25,-15.75,3.4433744,maize,major
313.75,-15.75,3.506657,maize,major
314.25,-15.75,3.5750637,maize,major
314.75,-15.75,3.9267337,maize,major
315.25,-15.75,4.3063073,maize,major
315.75,-15.75,4.8504333,maize,major
316.25,-15.75,5.3965154,maize,major
316.75,-15.75,4.3444357,maize,major
317.25,-15.75,3.6601422,maize,major
317.75,-15.75,4.497751,maize,major
318.25,-15.75,4.7387266,maize,major
318.75,-15.75,5.300447,maize,major
319.25,-15.75,5.564826,maize,major
319.75,-15.75,4.717924,maize,major
13.25,-15.25,0.7194059,maize,major
16.25,-15.25,1.0753491,maize,major
17.25,-15.25,1.1245613,maize,major
17.75,-15.25,1.1280744,maize,major
18.25,-15.25,0.8011596,maize,major
18.75,-15.25,0.7705033,maize,major
19.75,-15.25,0.80339676,maize,major
